-0.161011,4.190015,-4.189522,2.282160,5.234180,-0.521427,0.111817,2.287833,11.208047,-3.864262,43.686751,1.820281,8.379537,-1.614029,-0.222705,1.512520,1.515632,-0.294493,2.375251,-4.310490,1.824355,3.414996,-0.283419,-0.673863,1.847971,9.053172,-7.067820,35.333218,1.472217,6.685740,-1.541222,0.029939,1.199030,1.169091,-0.270575,1.073164,-1.966006,0.868818,0.828056,-0.698439,-0.234742,0.909976,4.457952,-6.493801,18.229002,0.759542,3.039169,-0.709179,-0.439300,0.375356,0.652638,2.995416,258.299988,-349.860016,149.171606,22261.140589,0.078371,-0.595830,149.201678,730.935958,71.889986,2794.609987,116.442083,608.160004,-64.977500,28.245000,82.285000,75.634998,15.000417,53.200001,-35.630001,28.668672,1046.905239,-1.356566,-0.387043,32.355915,158.510964,360.010002,703.570009,29.315417,88.830002,-13.737500,27.790000,38.482500,20.335002,2.642500,131.669998,-63.840000,53.597847,2879.712030,-0.195876,0.836043,53.662948,262.893683,63.419998,1023.540001,42.647500,195.509998,-42.139999,-7.700000,26.967500,34.509999,1.953548,2.322786,2.249282,1.326788,87.000000,-1.000000
-0.065635,4.190015,-3.967241,2.021229,4.089676,-0.338080,0.047227,2.022295,9.907181,-1.575249,38.045391,1.585225,8.157256,-1.433908,-0.103614,1.046062,1.337732,-0.226215,2.375251,-4.310490,1.794246,3.270492,-0.055012,-0.821244,1.808450,8.859560,-5.429161,34.046315,1.418596,6.685740,-1.504072,0.494884,0.812555,0.771616,-0.023400,2.192770,-1.966006,1.270456,1.614606,-1.175808,0.108925,1.270671,6.224993,-0.561603,26.971980,1.123832,4.158775,-1.236587,0.051712,0.777514,0.990266,14.519167,258.299988,-349.860016,162.409093,26587.519841,-0.493124,-0.556998,163.056799,798.811915,348.460002,3255.560021,135.648334,608.160004,-79.590002,36.890000,154.367508,117.915008,12.241250,71.820000,-63.910000,38.854968,1659.556722,-1.171196,-0.217701,40.737657,199.572947,293.790001,852.530008,35.522084,135.730000,-16.537500,16.450000,47.897502,31.675002,22.688750,131.669998,-63.840000,59.736047,4083.174683,-1.250172,0.079473,63.899724,313.043435,544.529997,1306.410002,54.433750,195.509998,-39.235001,27.020000,64.032501,53.025002,1.851767,2.842782,1.669816,1.197732,87.000000,-1.000000
-0.010211,4.623635,-3.967241,2.381791,5.673034,-0.712814,0.110602,2.381813,11.668454,-0.245054,47.308864,1.971203,8.590876,-2.312774,0.370749,1.271943,1.719104,-0.050639,1.651635,-1.855995,1.173674,1.380075,-1.386731,-0.154854,1.174766,5.755154,-1.215341,24.600978,1.025041,3.507630,-1.417116,0.025262,0.827522,1.083982,0.155090,2.192770,-1.422006,1.119186,1.276630,-1.053862,0.179493,1.129880,5.535261,3.722159,23.162817,0.965117,3.614776,-1.004019,0.187553,0.939561,0.912064,-0.901250,191.240005,-149.240005,97.149140,9438.767737,-0.794664,0.332709,97.153321,475.952125,-21.629992,1928.990038,80.374585,340.480011,-64.487500,-26.495001,53.059999,76.370001,9.202083,71.820000,-73.919998,45.685374,2171.831702,-1.218182,-0.354765,46.602915,228.306725,220.849997,994.490003,41.437083,145.739998,-32.235000,23.065000,53.340000,34.755001,3.208333,103.389999,-80.290001,56.920638,3250.252473,-1.259904,0.176533,57.010986,279.295649,76.999999,1205.120000,50.213333,183.680000,-45.254999,-9.030000,53.339999,51.275000,1.633300,1.885761,0.321528,1.028247,87.000000,-1.000000
0.012846,4.623635,-4.536824,2.472300,6.112434,-0.672104,-0.112330,2.472334,12.111912,0.308297,49.664011,2.069334,9.160459,-2.327350,0.604852,1.673510,1.470482,-0.032569,1.651635,-2.539305,1.201811,1.445410,-0.535925,-0.482958,1.202252,5.889808,-0.781654,22.859955,0.952498,4.190940,-0.656941,0.020667,0.863499,0.849126,0.028454,1.217969,-1.244187,0.917466,0.842553,-1.689234,-0.081346,0.917907,4.496807,0.682906,20.545025,0.856043,2.462156,-0.999153,0.162834,0.949775,0.843357,-12.664167,171.149994,-182.350006,84.127035,7237.739073,-0.378542,-0.070344,85.074903,416.780203,-303.940018,1592.640015,66.360001,353.500000,-49.157501,-9.205000,39.007501,52.500000,2.441250,66.360001,-82.389999,47.313642,2244.540395,-1.168595,-0.322011,47.376581,232.096897,58.590005,979.790011,40.824584,148.750000,-32.585001,8.470000,43.032499,40.985001,6.705417,73.709999,-80.290001,51.733513,2721.318931,-1.335574,-0.251610,52.166262,255.561449,160.929997,1116.010002,46.500417,154.000000,-40.442501,13.264999,60.287499,49.700001,1.282072,2.377344,0.888338,1.066215,88.000000,-1.000000
-0.119625,3.004962,-4.536824,2.184237,4.785202,-0.791991,-0.497714,2.187511,10.716569,-2.870997,43.891347,1.828806,7.541786,-1.944419,0.180220,1.538579,1.632730,-0.083251,1.481333,-2.539305,1.172008,1.380533,-0.473438,-0.653533,1.174961,5.756110,-1.998035,22.200698,0.925029,4.020638,-0.628380,-0.005647,0.859788,0.835991,-0.133348,1.217969,-1.224505,0.790908,0.643317,-1.131767,0.296377,0.802070,3.929326,-3.200348,16.217790,0.675741,2.442474,-0.792021,-0.091910,0.297891,0.703531,-15.662501,171.149994,-182.350006,85.081805,7484.227433,-0.519012,0.134672,86.511429,423.817718,-375.900014,1667.120013,69.463334,353.500000,-74.759998,-11.445000,30.485000,63.805000,1.300833,66.360001,-82.389999,47.874051,2293.616952,-1.273527,-0.286572,47.891721,234.620559,31.219995,1008.700009,42.029167,148.750000,-38.780002,12.880000,46.094999,42.000000,-0.752501,73.709999,-104.650002,56.106555,3148.511776,-1.126756,-0.397474,56.111601,274.889583,-18.060012,1175.300004,48.970834,178.360001,-41.072501,11.270000,52.552499,48.894999,2.221277,2.005827,2.311812,1.015146,88.000000,-1.000000
-0.109135,3.004962,-4.163924,2.271806,5.173013,-1.032960,-0.433676,2.274426,11.142366,-2.619250,46.482155,1.936756,7.168886,-1.599347,0.021347,1.851666,1.837006,-0.002010,1.394344,-1.837419,1.119382,1.253020,-1.213705,-0.311799,1.119384,5.483838,-0.048236,23.364530,0.973522,3.231763,-0.633573,0.058675,1.087658,1.020532,-0.208443,1.265961,-1.224505,0.690733,0.520560,-0.069071,0.564944,0.721499,3.534607,-5.002634,13.472119,0.561338,2.490467,-0.627718,-0.225111,0.115549,0.361151,-2.706667,204.190002,-185.639999,106.297644,11306.515246,-0.869816,0.193530,106.332099,520.918771,-64.960003,2147.740004,89.489167,389.830002,-78.942503,-7.140000,70.979998,76.264999,5.608749,81.059998,-73.220001,47.372192,2275.582651,-1.408945,-0.168052,47.703068,233.696349,134.609983,1044.609999,43.525417,154.279999,-35.560001,14.140000,49.017499,41.475000,2.129166,121.029999,-104.650002,63.098199,3985.916088,-0.960005,0.016204,63.134112,309.292719,51.099991,1292.760007,53.865000,225.680000,-46.322501,3.640000,51.484999,50.155001,2.053106,1.579338,2.659194,0.999981,90.000000,-1.000000
-0.080808,2.463742,-4.163924,2.245597,5.049235,-1.009116,-0.572233,2.247050,11.008253,-1.939381,46.310824,1.929618,6.627666,-1.605041,0.537410,1.928289,1.632676,0.033806,1.394344,-1.837419,1.045623,1.094470,-0.864217,-0.536921,1.046169,5.125160,0.811334,21.070393,0.877933,3.231763,-0.550097,0.168506,0.747475,0.718602,0.035723,1.439651,-1.150890,0.868664,0.755853,-1.176587,0.240101,0.869398,4.259164,0.857354,17.704901,0.737704,2.590541,-0.586011,0.115549,0.586998,0.712947,10.914167,204.190002,-185.639999,109.361684,12079.096966,-0.939881,-0.139256,109.904945,538.422072,261.940005,2241.259996,93.385833,389.830002,-61.197500,26.915000,95.462502,80.920002,9.388750,83.019997,-76.230003,54.427601,3050.512350,-1.503652,-0.115886,55.231443,270.577709,225.329991,1201.410001,50.058750,159.250000,-44.817501,14.525000,61.267501,52.184999,6.253333,121.029999,-117.669998,65.416401,4318.409638,-0.793528,-0.320622,65.714607,321.934514,150.080004,1343.440005,55.976667,238.699997,-43.347502,23.275000,51.555000,37.800000,2.594843,1.205357,1.183561,0.971987,90.000000,-1.000000
-0.053548,2.463742,-3.605570,2.004065,4.019143,-1.113656,-0.542296,2.004780,9.821376,-1.285151,41.930840,1.747118,6.069313,-1.559430,0.672476,1.547320,1.279784,-0.031638,0.999068,-2.478166,1.051644,1.106957,0.271925,-1.236935,1.052120,5.154315,-0.759309,19.229434,0.801226,3.477233,-0.209762,0.272871,0.720447,0.482633,0.046215,1.841637,-1.195867,0.956531,0.917087,-0.896151,0.417160,0.957647,4.691491,1.109154,18.859407,0.785809,3.037504,-0.861886,-0.062174,0.476767,0.711598,9.852501,213.850006,-183.050003,100.072963,10111.669700,-0.512535,-0.034716,100.556798,492.625692,236.460014,2003.680019,83.486667,396.900009,-46.375001,29.750000,75.530001,73.955000,8.793750,83.019997,-87.010002,55.978901,3210.967390,-1.306739,-0.379482,56.665399,277.602625,211.049999,1217.790009,50.741250,170.029999,-51.117501,27.300000,55.755000,41.825000,4.036667,105.910004,-117.669998,63.305924,4023.934707,-0.867151,-0.436033,63.434491,310.764272,96.880002,1307.040001,54.460000,223.580002,-44.100001,17.920000,47.932501,38.674999,2.333754,1.991390,0.931758,0.906899,90.000000,-1.000000
-0.041696,2.615796,-3.605570,2.044650,4.182332,-1.192882,-0.442953,2.045075,10.018781,-1.000700,43.072048,1.794669,6.221366,-1.909003,0.703836,1.659501,1.276730,0.026103,2.086195,-2.478166,1.256597,1.579718,-0.679171,-0.368151,1.256869,6.157373,0.626471,25.443968,1.060165,4.564360,-1.037101,0.258173,0.828211,0.740895,0.046333,1.841637,-1.195867,0.944553,0.894327,-0.846609,0.435225,0.945689,4.632909,1.111980,18.608108,0.775338,3.037504,-0.839249,-0.073624,0.645425,0.762663,6.477917,213.850006,-183.050003,89.238975,8005.558023,0.361251,0.130664,89.473784,438.330232,155.470020,1589.350021,66.222918,396.900009,-33.389999,19.215000,38.184999,36.400001,8.531250,72.660004,-87.010002,49.059932,2479.659163,-1.111277,-0.396658,49.796176,243.950446,204.750011,1053.710013,43.904584,159.670006,-29.732500,18.025000,45.605000,42.070001,1.665417,105.910004,-127.820000,68.233805,4658.625794,-0.996596,-0.445989,68.254127,334.375566,39.969999,1422.749998,59.281250,233.730003,-53.339999,21.315001,53.497499,42.770000,2.235740,1.174210,0.815329,0.867069,90.000000,-1.000000
-0.015209,2.615796,-4.092680,2.097103,4.398072,-1.006144,-0.495091,2.097158,10.273934,-0.365005,43.864636,1.827693,6.708476,-1.820090,0.557642,1.710610,1.557393,0.030500,2.086195,-2.055142,1.289604,1.664009,-1.287766,-0.139558,1.289965,6.319511,0.732011,27.810475,1.158770,4.141336,-1.049278,0.362938,1.105087,0.998068,-0.020158,1.630461,-1.175054,0.782423,0.612592,-0.790809,0.113146,0.782682,3.834345,-0.483791,15.319829,0.638326,2.805515,-0.636531,0.078333,0.476762,0.625805,7.481250,221.619995,-189.770004,94.414889,8970.140383,0.250458,0.261225,94.710825,463.986389,179.550010,1675.730007,69.822084,411.389999,-39.059999,12.775000,41.580001,39.339999,0.469583,70.980003,-94.080002,49.962630,2496.484951,-0.983614,-0.363366,49.964837,244.776712,11.270002,1023.470011,42.644584,165.060005,-37.852500,10.255000,35.017499,39.445001,4.663750,108.919998,-127.820000,67.441969,4570.169799,-0.729667,-0.508046,67.603031,331.185862,111.930004,1349.810002,56.242083,236.739998,-25.182499,25.375000,53.339999,36.330000,1.965011,0.691528,2.104909,0.916772,90.000000,-1.000000
