time,ax,ay,az,ax_g,ay_g,az_g,rot_x,rot_y,rot_,heart
16:13:28:192,,,,-0.6508477926254272,-3.414557933807373,8.647661209106445,0.14000000059604645,1.5399999618530273,-0.42000001668930054,102
16:13:28:209,-0.41654258966445923,-2.185317039489746,5.534502983093262,-0.6508477926254272,-3.414557933807373,8.647661209106445,-52.92000198364258,24.639999389648438,21,102
16:13:28:246,-0.23369258642196655,-1.717625379562378,4.733883857727051,-0.5264209508895874,-3.376272678375244,9.030512809753418,-2.940000057220459,2.380000114440918,0.14000000059604645,102
16:13:28:284,-0.2730957567691803,-1.2822158336639404,3.9134483337402344,-0.6340980529785156,-3.2614171504974365,9.18843936920166,-1.0499999523162842,1.9600000381469727,0.42000001668930054,102
16:13:28:327,-0.20699098706245422,-1.1463708877563477,3.1154441833496094,-0.6197410225868225,-3.4121649265289307,9.169296264648438,-1.190000057220459,1.0499999523162842,0.07000000029802322,102
16:13:28:367,-0.19813522696495056,-0.8137269020080566,2.425356388092041,-0.6604190468788147,-3.2829525470733643,9.08554744720459,-0.2800000011920929,1.0499999523162842,0.6299999952316284,102
16:13:28:409,-0.16233670711517334,-0.6146104335784912,1.9134855270385742,-0.6652047038078308,-3.2374887466430664,9.052047729492188,0.3499999940395355,-0.5600000023841858,0.9800000190734863,102
16:13:28:451,-0.09158414602279663,-0.6601433753967285,1.4274191856384277,-0.6173481941223145,-3.4480574131011963,8.922836303710938,-0.3499999940395355,0.49000000953674316,1.0499999523162842,102
16:13:28:492,-0.036896467208862305,-0.5108864307403564,1.1802196502685547,-0.5718846321105957,-3.4265220165252686,8.970691680908203,-1.0499999523162842,0.42000001668930054,1.1200000047683716,102
16:13:28:535,-0.05440247058868408,-0.3742525577545166,0.9173755645751953,-0.6029912829399109,-3.383451223373413,8.9371919631958,-2.0299999713897705,0.42000001668930054,0.8400000333786011,102
16:13:28:571,-0.03012216091156006,-0.37597227096557617,0.7951574325561523,-0.5862415432929993,-3.4791641235351562,9.013763427734375,-1.399999976158142,0.699999988079071,0.2800000011920929,102
16:13:28:611,-0.01069796085357666,-0.21080756187438965,0.7126951217651367,-0.5694918036460876,-3.366701364517212,9.109475135803223,-1.6100000143051147,0.6299999952316284,0.7699999809265137,102
16:13:28:650,-0.04110074043273926,-0.2681875228881836,0.4572162628173828,-0.6101697683334351,-3.4911282062530518,8.968299865722656,-1.190000057220459,0.6299999952316284,0.7699999809265137,102
16:13:28:691,-0.0022524595260620117,-0.12457990646362305,0.5361423492431641,-0.5718846321105957,-3.3786656856536865,9.18126106262207,0.5600000023841858,0.2800000011920929,-0.42000001668930054,102
16:13:28:732,-0.03817284107208252,-0.20877671241760254,0.20111656188964844,-0.6173481941223145,-3.515056610107422,8.896513938903809,-0.3499999940395355,0.14000000059604645,-1.190000057220459,102
16:13:28:776,-0.06499499082565308,-0.006223440170288086,0.30063438415527344,-0.6604190468788147,-3.314059257507324,9.07119083404541,0.699999988079071,0.5600000023841858,-0.9800000190734863,102
16:13:28:812,-0.01179659366607666,-0.12557721138000488,0.16202354431152344,-0.6101697683334351,-3.4648072719573975,8.973085403442383,-0.14000000059604645,0.2800000011920929,-0.7699999809265137,102
16:13:28:850,0.01161956787109375,-0.10620450973510742,0.12579059600830078,-0.5838487148284912,-3.4719858169555664,8.968299865722656,-0.14000000059604645,0.21000000834465027,-1.399999976158142,102
16:13:28:896,-0.021332502365112305,-0.025621652603149414,0.10637474060058594,-0.6221339106559753,-3.397808313369751,8.975478172302246,0.699999988079071,0.14000000059604645,-1.75,102
16:13:28:930,0.025047659873962402,-0.012840032577514648,0.1272125244140625,-0.5694918036460876,-3.3882367610931396,9.028119087219238,0.21000000834465027,-0.2800000011920929,-1.75,102
16:13:28:979,-0.058446526527404785,0.012699127197265625,-0.005428314208984375,-0.6675975918769836,-3.359522819519043,8.894121170043945,0.07000000029802322,0.14000000059604645,-1.190000057220459,102
16:13:29:19,-0.025700271129608154,0.036958932876586914,0.02628612518310547,-0.6412764191627502,-3.3260233402252197,8.93240737915039,-0.699999988079071,0.49000000953674316,-1.1200000047683716,104
16:13:29:58,0.00815361738204956,0.02190995216369629,0.015285491943359375,-0.605384111404419,-3.335594892501831,8.925228118896484,-0.2800000011920929,0.9100000262260437,-0.21000000834465027,104
16:13:29:94,0.014179885387420654,-0.08584189414978027,0.06774234771728516,-0.5958128571510315,-3.4648072719573975,8.994620323181152,0.14000000059604645,1.190000057220459,0.42000001668930054,104
16:13:29:137,0.03814351558685303,-0.018903017044067383,0.12119293212890625,-0.5623133182525635,-3.4025940895080566,9.078369140625,-0.699999988079071,0.9800000190734863,0.2800000011920929,104
16:13:29:175,-0.0058560967445373535,0.028905630111694336,0.005069732666015625,-0.607776939868927,-3.3475589752197266,8.963513374328613,0.7699999809265137,0.8400000333786011,-0.21000000834465027,104
16:13:29:215,-0.04105579853057861,-0.024731874465942383,0.05191230773925781,-0.6532405614852905,-3.407379388809204,9.023333549499512,0.07000000029802322,0.42000001668930054,0.5600000023841858,104
16:13:29:254,0.05903971195220947,0.016585350036621094,-0.03503990173339844,-0.5383850932121277,-3.3619158267974854,8.927621841430664,0.07000000029802322,0.699999988079071,0.6299999952316284,104
16:13:29:295,0.05488884449005127,-0.03267383575439453,-0.018461227416992188,-0.5288137793540955,-3.4193434715270996,8.939584732055664,0.14000000059604645,1.1200000047683716,0.7699999809265137,104
16:13:29:335,0.01711142063140869,-0.03762483596801758,-0.028167724609375,-0.5623133182525635,-3.4337005615234375,8.922836303710938,-0.9800000190734863,0.7699999809265137,1.0499999523162842,104
16:13:29:376,-0.06862396001815796,-0.08561325073242188,0.05977821350097656,-0.6652047038078308,-3.5030922889709473,9.025726318359375,-0.9800000190734863,0.8400000333786011,0.2800000011920929,104
16:13:29:414,0.03698527812957764,0.009994029998779297,0.02102375030517578,-0.5503491759300232,-3.404986619949341,8.992227554321289,-0.7699999809265137,0.7699999809265137,0.699999988079071,104
16:13:29:456,0.06787335872650146,0.02713775634765625,0.0034198760986328125,-0.5024927258491516,-3.38105845451355,8.975478172302246,0.9100000262260437,1.2599999904632568,0.6299999952316284,104
16:13:29:494,-0.008871853351593018,0.014053106307983398,0.004650115966796875,-0.5814558863639832,-3.390629768371582,8.97787094116211,-1.3300000429153442,0.42000001668930054,0.3499999940395355,104
16:13:29:535,0.05990156531333923,-0.0021572113037109375,-0.07285022735595703,-0.4977070987224579,-3.407379388809204,8.882158279418945,-2.6600000858306885,0.42000001668930054,-1.1200000047683716,104
16:13:29:576,0.007721841335296631,0.13227224349975586,0.01637554168701172,-0.5479563474655151,-3.239881753921509,8.975478172302246,-2.7300000190734863,-0.14000000059604645,-1.5399999618530273,104
16:13:29:615,0.10380461812019348,-0.14495015144348145,-0.11515617370605469,-0.4259224236011505,-3.5533416271209717,8.815157890319824,-3.8499999046325684,-1.399999976158142,-2.380000114440918,104
16:13:29:656,0.06964388489723206,-0.10638880729675293,0.05144500732421875,-0.44267216324806213,-3.541377305984497,8.994620323181152,-2.0999999046325684,-2.7300000190734863,-3.3600001335144043,104
16:13:29:695,-0.20270973443984985,-0.28610825538635254,-0.11964225769042969,-0.7657032012939453,-3.79262375831604,8.793622970581055,-8.470000267028809,-4.829999923706055,-12.319999694824219,104
16:13:29:737,-0.12388265132904053,-0.27100038528442383,-0.28905391693115234,-0.7178468108177185,-3.8452658653259277,8.551947593688965,-1.8200000524520874,3.9200000762939453,-7.909999847412109,104
16:13:29:775,0.015749335289001465,0.14499425888061523,-0.06470203399658203,-0.5742774605751038,-3.3930225372314453,8.760124206542969,-4.130000114440918,3.8499999046325684,-9.029999732971191,104
16:13:29:816,0.10639816522598267,-0.19794273376464844,0.0764932632446289,-0.4570291042327881,-3.785445213317871,8.920442581176758,-10.010000228881836,3.8499999046325684,-14.84000015258789,104
16:13:29:855,0.039176344871520996,-0.18898248672485352,0.17987823486328125,-0.5144568681716919,-3.823730707168579,9.06879711151123,-9.800000190734863,1.75,-8.680000305175781,104
16:13:29:896,0.10408291220664978,-0.16841411590576172,0.11136054992675781,-0.42352959513664246,-3.8452658653259277,9.028119087219238,-13.300000190734863,0.07000000029802322,-5.179999828338623,104
16:13:29:936,0.1579223871231079,-0.44675517082214355,-0.0027952194213867188,-0.33020952343940735,-4.23529577255249,8.913264274597168,-7.490000247955322,0.2800000011920929,-5.25,104
16:13:29:977,0.05551034212112427,-0.24446320533752441,-0.03286457061767578,-0.41874396800994873,-4.094119548797607,8.874979019165039,-6.159999847412109,1.1200000047683716,-6.579999923706055,104
16:13:30:15,0.05589383840560913,-0.2797980308532715,-0.23494529724121094,-0.4043869972229004,-4.199403762817383,8.614161491394043,0.5600000023841858,2.1700000762939453,-8.75,105
16:13:30:56,0.09257146716117859,0.030757904052734375,0.12215328216552734,-0.3445664942264557,-3.8811583518981934,9.001798629760742,4.760000228881836,4.059999942779541,-7.769999980926514,105
16:13:30:95,-0.1250256597995758,0.12031936645507812,-0.26981449127197266,-0.5934200286865234,-3.76151704788208,8.542377471923828,-3.3600001335144043,2.6600000858306885,-3.9200000762939453,105
16:13:30:136,0.028234779834747314,0.08094120025634766,0.05023002624511719,-0.4331009089946747,-3.7806599140167236,8.874979019165039,1.6800000667572021,5.039999961853027,-2.6600000858306885,105
16:13:30:177,0.11638647317886353,-0.13815832138061523,-0.2546119689941406,-0.3158525824546814,-4.034298896789551,8.506484031677246,-0.3499999940395355,5.25,-5.880000114440918,105
16:13:30:215,-0.09640240669250488,0.12492704391479492,0.2748746871948242,-0.552742063999176,-3.7399816513061523,9.104689598083496,3.990000009536743,6.159999847412109,-2.309999942779541,105
16:13:30:256,0.051133424043655396,0.12482690811157227,0.0705881118774414,-0.3924228847026825,-3.7088751792907715,8.918049812316895,-4.130000114440918,3.569999933242798,-5.949999809265137,105
