time,ax,ay,az,ax_g,ay_g,az_g,rot_x,rot_y,rot_,heart
11:2:6:47,,,,0.38763725757598877,-2.1678972244262695,9.726823806762695,-47.880001068115234,41.02000045776367,20.649999618530273,123
11:2:6:50,0.2480878382921219,-1.3874542713165283,6.225167274475098,0.38763725757598877,-2.1678972244262695,9.726823806762695,-2.6600000858306885,5.25,2.6600000858306885,123
11:2:6:71,0.12764273583889008,-0.809424877166748,4.926535129547119,0.2991028428077698,-1.7922240495681763,9.659825325012207,-3.8499999046325684,6.720000267028809,3.3600001335144043,123
11:2:6:111,0.0848858654499054,-0.5384273529052734,3.7057743072509766,0.27756744623184204,-1.65583336353302,9.365508079528809,-3.569999933242798,4.550000190734863,0.2800000011920929,123
11:2:6:151,0.27656280994415283,-0.3158862590789795,2.9244203567504883,0.5383850932121277,-1.5122638940811157,9.315258979797363,-5.599999904632568,-2.380000114440918,-1.0499999523162842,123
11:2:6:196,0.13893717527389526,-0.4345635175704956,2.517561912536621,0.43549373745918274,-1.7395820617675781,9.53779125213623,-4.199999809265137,2.0299999713897705,0.2800000011920929,123
11:2:6:238,0.040322184562683105,-0.36870765686035156,2.1059341430664062,0.34695929288864136,-1.765903115272522,9.652647018432617,-4.269999980926514,-0.21000000834465027,2.6600000858306885,123
11:2:6:293,-0.009855926036834717,-0.18011069297790527,1.5507493019104004,0.29431718587875366,-1.6223337650299072,9.485149383544922,-6.230000019073486,2.240000009536743,3.1500000953674316,123
11:2:6:316,0.09739944338798523,-0.09814631938934326,1.3229122161865234,0.4259224236011505,-1.5649060010910034,9.588040351867676,-2.7300000190734863,-0.14000000059604645,0.9800000190734863,123
11:2:6:360,0.165975421667099,-0.11105942726135254,1.090871810913086,0.5359922647476196,-1.6055840253829956,9.628718376159668,-7,0.14000000059604645,-5.53000020980835,123
11:2:6:396,0.1174662709236145,-0.06396210193634033,0.8918399810791016,0.5168496966362,-1.574477195739746,9.652647018432617,-11.130000114440918,0.2800000011920929,-4.690000057220459,123
11:2:6:441,-0.17593736946582794,-0.20622467994689941,0.5986156463623047,0.17946170270442963,-1.7682960033416748,9.509077072143555,-20.719999313354492,-5.949999809265137,-13.300000190734863,123
11:2:6:487,-0.03546568751335144,-0.09606635570526123,0.36786556243896484,0.31106695532798767,-1.6821542978286743,9.370293617248535,-29.260000228881836,10.569999694824219,-15.399999618530273,123
11:2:6:521,0.16113895177841187,-0.5707317590713501,0.43211936950683594,0.5479563474655151,-2.2995026111602783,9.542576789855957,-25.479999542236328,6.789999961853027,-18.549999237060547,123
11:2:6:561,0.3299082815647125,-0.9160072803497314,0.4414081573486328,0.7992027401924133,-2.8737800121307373,9.66221809387207,-13.579999923706055,6.929999828338623,-2.1700000762939453,123
11:2:6:598,0.16821366548538208,-0.24467015266418457,0.32441234588623047,0.6795615553855896,-2.263610363006592,9.626325607299805,-3.7799999713897705,-0.07000000029802322,1.3300000429153442,123
11:2:6:641,-0.17745310068130493,-0.19573616981506348,0.07767581939697266,0.28953152894973755,-2.263610363006592,9.399007797241211,-9.170000076293945,9.380000114440918,-7.349999904632568,123
11:2:6:681,-0.023278474807739258,-0.19678831100463867,-0.10248565673828125,0.4378865361213684,-2.313859462738037,9.193224906921387,-5.460000038146973,-4.199999809265137,-1.5399999618530273,123
11:2:6:736,-0.030108332633972168,-0.18040180206298828,0.08838081359863281,0.42352959513664246,-2.342573404312134,9.4061861038208,-1.6800000667572021,-8.470000267028809,-3.990000009536743,123
11:2:6:760,-0.026000916957855225,-0.33191871643066406,0.29467201232910156,0.4211367666721344,-2.5770699977874756,9.686145782470703,-10.640000343322754,4.900000095367432,-10.569999694824219,123
